Asset ID,Asset Barcode,Serial Number,Model,Condition ID,Scrap Value,Current Value,Purchase Price,Is Checked Out,Asset Name,Brand,Manufacturer,Asset Category,Location,Status,Condition,Notes (i.e description of item)
418,XMSA0293,XMSA00293,M15,6,,80000,,FALSE,TOPS (TURBOSOUND M15),,,Audio Production,STORE,In Use,Good,
419,XMSA0294,XMSA00294,M15,6,,80000,,FALSE,TOPS (TURBOSOUND M15),,,Audio Production,STORE,In Use,Good,
420,XMSA0295,XMSA00295,M15,6,,80000,,FALSE,TOPS (TURBOSOUND M15),,,Audio Production,STORE,In Use,Good,
421,XMSA0296,XMSA00296,M18,6,,100000,,FALSE,TOPS (TURBOSOUND M18),,,Audio Production,STORE,In Use,Good,
422,XMSA0297,XMSA00297,M18,6,,100000,,FALSE,TOPS (TURBOSOUND M18),,,Audio Production,STORE,In Use,Good,
423,XMSA0298,XMSA00298,,7,,4000,,FALSE,SPEAKER STAND,,,Audio Production,STORE,In Use,Fair,
424,XMSA0299,XMSA00299,,7,,4000,,FALSE,SPEAKER STAND,,,Audio Production,STORE,In Use,Fair,
425,XMSA0300,XMSA00300,,7,,4000,,FALSE,SPEAKER STAND,,,Audio Production,STORE,In Use,Fair,
426,XMSA0301,XMSA00301,,7,,4000,,FALSE,SPEAKER STAND,,,Audio Production,STORE,In Use,Fair,
427,XMSA0302,XMSA00302,,7,,4000,,FALSE,SPEAKER STAND,,,Audio Production,STORE,In Use,Fair,
428,XMSA0303,XMSA00303,,7,,4000,,FALSE,SPEAKER STAND,,,Audio Production,STORE,In Use,Fair,
429,XMSA0304,XMSA00304,,7,,4000,,FALSE,SPEAKER STAND,,,Audio Production,STORE,In Use,Fair,
430,XMSA0305,XMSA00305,,7,,4000,,FALSE,SPEAKER STAND,,,Audio Production,STORE,In Use,Fair,
431,XMSA0306,XMSA00306,,7,,4000,,FALSE,SPEAKER STAND,,,Audio Production,STORE,In Use,Fair,
432,XMSA0307,XMSA00307,,7,,4000,,FALSE,SPEAKER STAND,,,Audio Production,STORE,In Use,Fair,
433,XMSA0308,XMSA00308,,7,,4000,,FALSE,SPEAKER STAND,,,Audio Production,STORE,In Use,Fair,
434,XMSA0309,XMSA00309,,7,,4000,,FALSE,SPEAKER STAND,,,Audio Production,STORE,In Use,Fair,
435,XMSA0310,XMSA00310,,7,,4000,,FALSE,SPEAKER STAND,,,Audio Production,STORE,In Use,Fair,
436,XMSA0311,XMSA00311,,6,,4000,,FALSE,SPEAKER STAND,,,Audio Production,STORE,In Use,Good,
437,XMSA0312,XMSA00312,,7,,4000,,FALSE,SPEAKER STAND,,,Audio Production,STORE,In Use,Fair,
438,XMSA0313,XMSA00313,,7,,4000,,FALSE,SPEAKER STAND,,,Audio Production,STORE,In Use,Fair,
439,XMSA0314,XMSA00314,,7,,4000,,FALSE,SPEAKER STAND,,,Audio Production,STORE,In Use,Fair,
440,XMSA0315,XMSA00315,,7,,4000,,FALSE,SPEAKER STAND,,,Audio Production,STORE,In Use,Fair,
441,XMSA0316,XMSA00316,,7,,4000,,FALSE,SPEAKER STAND,,,Audio Production,STORE,In Use,Fair,
442,XMSA0317,XMSA00317,,7,,4000,,FALSE,SPEAKER STAND,,,Audio Production,STORE,In Use,Fair,
443,XMSA0318,XMSA00318,GS600,7,,40000,,FALSE,GROUND STACKS PLINTH,,,Audio Production,STORE,In Use,Fair,
444,XMSA0319,XMSA00319,,6,,40000,,FALSE,GROUND STACKS PLINTH,,,Audio Production,STORE,In Use,Good,
445,XMSA0320,XMSA00320,"NS 61.13,NS 61.14",6,,255000,,FALSE,FLY BAR,,,Audio Production,STORE,In Use,Good,
446,XMSA0321,XMSA00321,"NS 61.13,NS 61.14",6,,255000,,FALSE,FLY BAR,,,Audio Production,STORE,In Use,Good,
447,XMSA0322,XMSA00322,TS-880/890,6,,7500,,FALSE,SPEAKER STRAPS,,,Audio Production,STORE,In Use,Good,
448,XMSA0323,XMSA00323,,6,,7500,,FALSE,SPEAKER STRAPS,,,Audio Production,STORE,In Use,Good,
449,XMSA0324,XMSA00324,FT-600/3,7,,450000,,FALSE,FLIGHT CASES (TURBOSOUND FLEX TOPS),,,Audio Production,STORE,In Use,Fair,
450,XMSA0325,XMSA00325,P 700 PSERIES,6,,45000,,FALSE,CHANNEL AMPLIFIERS,,,Audio Production,STORE,In Use,Good,
451,XMSA0326,XMSA00326,P700 PSERIES,6,,45000,,FALSE,CHANNEL AMPLIFIERS,,,Audio Production,STORE,In Use,Good,
452,XMSA0327,XMSA00327,SL2400,6,,75000,,FALSE,DYNACORD SL 2400,,,Audio Production,STORE,In Use,Good,
453,XMSA0328,XMSA00328,SL 2400,6,,75000,,FALSE,DYNACORD SL 2400,,,Audio Production,STORE,In Use,Good,
454,XMSA0329,XMSA00329,HA 3500,6,,30000,,FALSE,BASS HEAD-HARTKE HA 3500,,,Audio Production,STORE,In Use,Good,
455,XMSA0330,XMSA00330,,6,,30000,,FALSE,BASS CABINET-HARTKE 4.5 XL (4*10),,,Audio Production,STORE,In Use,Good,
456,XMSA0331,XMSA00331,JTM 45 (2245),,,130000,,FALSE,LEAD VALVE HEAD-MARSHALL JTM 45 (2245),,,Audio Production,STORE,,,
457,XMSA0332,XMSA00332,MR 1960 AX-h ANGLED,6,,90000,,FALSE,LEAD CABINET MARSHALL MR 1960 AX-h ANGLED,,,Audio Production,STORE,In Use,Good,
458,XMSA0333,XMSA00333,SUPER REVERB,6,,190000,,FALSE,GUITARISTS AMP-FENDER SUPER REVERB,,,Audio Production,STORE,In Use,Good,
459,XMSA0334,XMSA00334,RACK 50,6,,240000,,FALSE,4 CHANNEL AMP-TURBOSOUND RACK 50,,,Audio Production,STORE,In Use,Good,
460,XMSA0335,XMSA00335,RACK 50,6,,240000,,FALSE,4 CHANNEL AMP-TURBOSOUND RACK 50,,,Audio Production,STORE,In Use,Good,
461,XMSA0336,XMSA00336,RACK50,6,,240000,,FALSE,4 CHANNEL AMP-TURBOSOUND RACK 50,,,Audio Production,STORE,In Use,Good,
462,XMSA0337,XMSA00337,X MIX DP-50 DISTRO,6,,100000,,FALSE,DISTRIBUTOR,,,Audio Production,STORE,In Use,Good,
463,XMSA0338,XMSA00338,GL3800,6,,450000,,FALSE,32 CHANNEL-ALLEN & HEATH,,,Audio Production,STORE,In Use,Good,
464,XMSA0339,XMSA00339,GL 2400 424,6,,170000,,FALSE,ALLEN &HEATH GL 2400-424,,,Audio Production,STORE,In Use,Good,
465,XMSA0340,XMSA00340,QU 24,6,,250000,,FALSE,ALLEN &HEATH  QU 24,,,Audio Production,STORE,In Use,Good,
466,XMSA0341,XMSA00341,RPS 11,6,,60000,,FALSE,MIX POWER SUPPLY FOR ALLEN &HEATH  GL DESK,,,Audio Production,STORE,In Use,Good,
467,XMSA0343,XMSA00343,ZED 10,6,,25000,,FALSE,6 CHANNEL-ALLEN &HEATH ZED 10 ,,,Audio Production,STORE,In Use,Good,
468,XMSA0342,XMSA00342,TTM 57 SL,6,,100000,,FALSE,DISK JOCKEY (DJ) MIXERS,,,Audio Production,STORE,In Use,Good,
469,XMSA0344,XMSA00344,SIXTY-TWO,6,,150000,,FALSE,RANE 62,,,Audio Production,STORE,In Use,Good,
470,XMSA0345,XMSA00345,DN-X500,6,,120000,,FALSE,DENON DN X500,,,Audio Production,STORE,In Use,Good,
471,XMSA0346,XMSA00346,,6,,25000,,FALSE,PRESS BOX,,,Audio Production,STORE,In Use,Good,
472,XMSA0347,XMSA00347,,6,,25000,,FALSE,PRESS BOX,,,Audio Production,STORE,In Use,Good,
473,XMSA0348,XMSA00348,AM-401,7,,5000,,FALSE,SOUND KING,,,Audio Production,STORE,In Use,Fair,
474,XMSA0349,XMSA00349,AM-401,6,,5000,,FALSE,SOUND KING,,,Audio Production,STORE,In Use,Good,
475,XMSA0350,XMSA00350,AM-401,7,,5000,,FALSE,SOUND KING,,,Audio Production,STORE,In Use,Fair,
476,XMSA0351,XMSA00351,,7,,5000,,FALSE,SOUND KING,,,Audio Production,STORE,In Use,Fair,
477,XMSA0352,XMSA00352,AM-401,7,,5000,,FALSE,SOUND KING,,,Audio Production,STORE,In Use,Fair,
478,XMSA0353,XMSA00353,ULTRA-D,7,,5000,,FALSE,BEHRINGER,,,Audio Production,STORE,In Use,Fair,
479,XMSA0354,XMSA00354,ULTRA-D,6,,5000,,FALSE,BEHRINGER,,,Audio Production,STORE,In Use,Good,
480,XMSA0355,XMSA00355,S-DIRECT,6,,5000,,FALSE,SAMSON S-DIRECT,,,Audio Production,STORE,In Use,Good,
481,XMSA0356,XMSA00356,S-DIRECT,6,,5000,,FALSE,SAMSON S-DIRECT,,,Audio Production,STORE,In Use,Good,
482,XMSA0357,XMSA00357,GB2,6,,160000,,FALSE,16 CHANNEL-SOUND CRAFT MIXER,,,Audio Production,STORE,In Use,Good,
483,XMSA0358,XMSA00358,MFX12/2,6,,140000,,FALSE,12 CHANNEL-SOUNDCRAFT MIXER,,,Audio Production,STORE,In Use,Good,
484,XMSA0359,XMSA00359,ST-150 MK II,7,,55000,,FALSE,PROFESSIONAL DISK JOCKEY (DJ) VINYL TURNTABLES,,,Audio Production,STORE,In Use,Fair,
485,XMSA0360,XMSA00360,ST-150MK II,7,,55000,,FALSE,PROFESSIONAL DISK JOCKEY (DJ) VINYL TURNTABLES,,,Audio Production,STORE,In Use,Fair,
486,XMSA0361,XMSA00361,PRO MDX2200,6,,17000,,FALSE,COMPRESSOR,,,Audio Production,STORE,In Use,Good,
487,XMSA0362,XMSA00362,PRO MDX2200,6,,17000,,FALSE,COMPRESSOR,,,Audio Production,STORE,In Use,Good,
488,XMSA0363,XMSA00363,PRO MDX2200,6,,17000,,FALSE,COMPRESSOR,,,Audio Production,STORE,In Use,Good,
489,XMSA0364,XMSA00364,PRO MDX2200,6,,17000,,FALSE,COMPRESSOR,,,Audio Production,STORE,In Use,Good,
490,XMSA0365,XMSA00365,TC ELECTRONICS M350,6,,16000,,FALSE,REVERB,,,Audio Production,STORE,In Use,Good,
491,XMSA0366,XMSA00366,PRO XR4400,6,,16000,,FALSE,GATES,,,Audio Production,STORE,In Use,Good,
492,XMSA0367,XMSA00367,PRO EX3200,6,,17000,,FALSE,SOUND ENHANCER,,,Audio Production,STORE,In Use,Good,
493,XMSA0368,XMSA00368,PRO GEQ 3102,6,,23000,,FALSE,EQUALIZER,,,Audio Production,STORE,In Use,Good,
494,XMSA0369,XMSA00369,PRO GEQ 3102,6,,23000,,FALSE,EQUALIZER,,,Audio Production,STORE,In Use,Good,
495,XMSA0370,XMSA00370,PRO GEQ 3102,6,,23000,,FALSE,EQUALIZEER,,,Audio Production,STORE,In Use,Good,
496,XMSA0371,XMSA00371,VIRTUALIZER PRO DSP1000P,6,,20000,,FALSE,EFFECTS,,,Audio Production,STORE,In Use,Good,
497,XMSA0372,XMSA00372,PRO XR4400,6,,19000,,FALSE,GATES,,,Audio Production,STORE,In Use,Good,
498,XMSA0373,XMSA00373,TC ELECTRONICS M350,6,,19000,,FALSE,REVERB,,,Audio Production,STORE,In Use,Good,
499,XMSA0374,XMSA00374,,6,,14000,,FALSE,VX2000 PROCESSOR    PHONIC PPC 8000E,,,Audio Production,STORE,In Use,Good,
500,XMSA0375,XMSA00375,,6,,14000,,FALSE,VX2000 PROCESSOR    PHONIC PPC 8000E,,,Audio Production,STORE,In Use,Good,
501,XMSA0376,XMSA00376,SUPER X PRO CX 2310(XLR),6,,10000,,FALSE,CROSSOVERS,,,Audio Production,STORE,In Use,Good,
502,XMSA0377,XMSA00377,234XL,6,,15000,,FALSE,DBX 234XL,,,Audio Production,STORE,In Use,Good,
503,XMSA0378,XMSA00378,LMS D24,6,,80000,,FALSE,SPEAKER MANAGEMENT,,,Audio Production,STORE,In Use,Good,
504,XMSA0379,XMSA00379,INTERFACE ZA 1001,6,,15000,,FALSE,BV NET USB&RS 232(INTERFACE ZA 1001,,,Audio Production,STORE,In Use,Good,
505,XMSA0380,XMSA00380,INTERFACE ZA1001,6,,15000,,FALSE,BV NET USB&RS 232(INTERFACE ZA 1001,,,Audio Production,STORE,In Use,Good,
506,XMSA0381,XMSA00381,,6,,25000,,FALSE,GLASS PODIUM,,,Audio Production,STORE,In Use,Good,
507,XMSA0382,XMSA00382,,6,,6000,,FALSE,HDMI TO AV CONVERTOR BOX,,,Audio Production,STORE,In Use,Good,
508,XMSA0383,XMSA00383,,6,,6000,,FALSE,HDMI TO AV CONVERTOR BOX,,,Audio Production,STORE,In Use,Good,
509,XMSA0384,XMSA00384,,6,,700,,FALSE,MINI DISPLAY TO HDMI ADAPTERS,,,Audio Production,STORE,In Use,Good,
510,XMSA0385,XMSA00385,,6,,700,,FALSE,MINI DISPLAY TO HDMI ADAPTERS,,,Audio Production,STORE,In Use,Good,
586,XMSA0460,,SU3,7,,50000,,FALSE,SUB WOOFER (ELECTRO VOICE SU3),,,Audio Production,STORE,In Use,Fair,
511,XMSA0386,XMSA00386,,6,,300000,,FALSE,DRUMSET,,,Audio Production,STORE,In Use,Good,
512,XMSA00387,XMSA00387,S3,5,,58184,,FALSE,LARGE LED DISPLAY,,,Video Production,STORE,In Use,New,
513,XMSA00388,XMSA00388,S3,5,,58184,,FALSE,LARGE LED DISPLAY,,,Video Production,STORE,In Use,New,
514,XMSA00389,XMSA00389,S3,5,,58184,,FALSE,LARGE LED DISPLAY,,,Video Production,STORE,In Use,New,
515,XMSA00390,XMSA00390,S3,5,,58184,,FALSE,LARGE LED DISPLAY,,,Video Production,STORE,In Use,New,
516,XMSA00391,XMSA00391,S3,5,,58184,,FALSE,LARGE LED DISPLAY,,,Video Production,STORE,In Use,New,
517,XMSA00392,XMSA00392,S3,5,,58184,,FALSE,LARGE LED DISPLAY,,,Video Production,STORE,In Use,New,
518,XMSA00393,XMSA00393,,5,,58184,,FALSE,LARGE LED DISPLAY,,,Video Production,STORE,In Use,New,
519,XMSA00394,XMSA00394,S3,5,,58184,,FALSE,LARGE LED DISPLAY,,,Video Production,STORE,In Use,New,
520,XMSA00395,XMSA00395,S3,5,,58184,,FALSE,LARGE LED DISPLAY,,,Video Production,STORE,In Use,New,
521,XMSA00396,XMSA00396,S3,5,,58184,,FALSE,LARGE LED DISPLAY,,,Video Production,STORE,In Use,New,
522,XMSA00397,XMSA00397,S3,5,,58184,,FALSE,LARGE LED DISPLAY,,,Video Production,STORE,In Use,New,
523,XMSA00398,XMSA00398,S3,5,,58184,,FALSE,LARGE LED DISPLAY,,,Video Production,STORE,In Use,New,
524,XMSA00399,XMSA00399,S3,5,,58184,,FALSE,LARGE LED DISPLAY,,,Video Production,STORE,In Use,New,
525,XMSA00400,XMSA00400,S3,5,,58184,,FALSE,LARGE LED DISPLAY,,,Video Production,STORE,In Use,New,
526,XMSA00401,XMSA00401,S3,5,,58184,,FALSE,LARGE LED DISPLAY,,,Video Production,STORE,In Use,New,
527,XMSA00402,XMSA00402,S3,5,,58184,,FALSE,LARGE LED DISPLAY,,,Video Production,STORE,In Use,New,
528,XMSA00403,XMSA00403,S3,5,,58184,,FALSE,LARGE LED DISPLAY,,,Video Production,STORE,In Use,New,
529,XMSA00404,XMSA00404,S3,5,,58184,,FALSE,LARGE LED DISPLAY,,,Video Production,STORE,In Use,New,
530,XMSA00405,XMSA00405,S3,5,,58184,,FALSE,LARGE LED DISPLAY,,,Video Production,STORE,In Use,New,
531,XMSA00406,XMSA00406,S3,5,,58184,,FALSE,LARGE LED DISPLAY,,,Video Production,STORE,In Use,New,
532,XMSA00407,XMSA00407,S3,5,,58184,,FALSE,LARGE LED DISPLAY,,,Video Production,STORE,In Use,New,
533,XMSA00408,XMSA00408,S3,5,,58184,,FALSE,LARGE LED DISPLAY,,,Video Production,STORE,In Use,New,
534,XMSA00409,XMSA00409,S3,5,,58184,,FALSE,LARGE LED DISPLAY,,,Video Production,STORE,In Use,New,
535,XMSA00410,XMSA00410,S3,5,,58184,,FALSE,LARGE LED DISPLAY,,,Video Production,STORE,In Use,New,
536,XMSA00411,XMSA00411,,5,,58184,,FALSE,LARGE LED DISPLAY,,,Video Production,STORE,In Use,New,
537,XMSA00412,XMSA00412,S3,5,,58184,,FALSE,LARGE LED DISPLAY,,,Video Production,STORE,In Use,New,
538,XMSA00413,XMSA00413,S3,5,,58184,,FALSE,LARGE LED DISPLAY,,,Video Production,STORE,In Use,New,
539,XMSA00414,XMSA00414,S3,5,,58184,,FALSE,LARGE LED DISPLAY,,,Video Production,STORE,In Use,New,
540,XMSA00415,XMSA00415,,5,,58184,,FALSE,LARGE LED DISPLAY,,,Video Production,STORE,In Use,New,
541,XMSA00416,XMSA00416,S3,5,,58184,,FALSE,LARGE LED DISPLAY,,,Video Production,STORE,In Use,New,
542,XMSA00417,XMSA00417,S3,5,,58184,,FALSE,LARGE LED DISPLAY,,,Video Production,STORE,In Use,New,
543,XMSA00418,XMSA00418,S3,5,,58184,,FALSE,LARGE LED DISPLAY,,,Video Production,STORE,In Use,New,
544,XMSA00419,XMSA00419,S3,5,,58184,,FALSE,LARGE LED DISPLAY,,,Video Production,STORE,In Use,New,
545,XMSA00420,XMSA00420,S3,5,,58184,,FALSE,LARGE LED DISPLAY,,,Video Production,STORE,In Use,New,
546,XMSA00421,XMSA00421,S3,5,,58184,,FALSE,LARGE LED DISPLAY,,,Video Production,STORE,In Use,New,
547,XMSA00422,XMSA00422,S3,5,,58184,,FALSE,LARGE LED DISPLAY,,,Video Production,STORE,In Use,New,
548,XMSA00423,XMSA00423,S3,5,,58184,,FALSE,LARGE LED DISPLAY,,,Video Production,STORE,In Use,New,
549,XMSA00424,XMSA00424,S3,5,,58184,,FALSE,LARGE LED DISPLAY,,,Video Production,STORE,In Use,New,
550,XMSA00425,XMSA00425,S3,5,,58184,,FALSE,LARGE LED DISPLAY,,,Video Production,STORE,In Use,New,
551,XMSA00426,XMSA00426,S3,5,,58184,,FALSE,LARGE LED DISPLAY,,,Video Production,STORE,In Use,New,
552,XMSA00427,XMSA00427,S3,5,,58184,,FALSE,LARGE LED DISPLAY,,,Video Production,STORE,In Use,New,
553,XMSA00428,XMSA00428,S3,5,,58184,,FALSE,LARGE LED DISPLAY,,,Video Production,STORE,In Use,New,
554,XMSA00429,XMSA00429,S3,5,,58184,,FALSE,LARGE LED DISPLAY,,,Video Production,STORE,In Use,New,
555,XMSA00430,XMSA00430,S3,5,,58184,,FALSE,LARGE LED DISPLAY,,,Video Production,STORE,In Use,New,
556,XMSA0431,XMSA00431,S3,5,,58184,,FALSE,LARGE LED DISPLAY,,,Video Production,STORE,In Use,New,
557,XMSA0432,XMSA00432,S3,5,,58184,,FALSE,LARGE LED DISPLAY,,,Video Production,STORE,In Use,New,
558,XMSA0433,XMSA00433,,5,,58184,,FALSE,LARGE LED DISPLAY,,,Video Production,STORE,In Use,New,
559,XMSA0434,XMSA00434,S3,5,,58184,,FALSE,LARGE LED DISPLAY,,,Video Production,STORE,In Use,New,
560,XMSA0435,XMSA00435,S3,5,,58184,,FALSE,LARGE LED DISPLAY,,,Video Production,STORE,In Use,New,
